Question ID,ExamYear,QuestionStem,CorrectAnswer,Explanation
Q2025-188,2025,"A 14-year-old female presents to your office with her mother who is concerned about her daughter's recent 15-lb weight loss and severe fatigue. After ruling out other etiologies, you diagnose anorexia nervosa. Which one of the following findings, if present in this patient, would indicate the need for inpatient care?",,
Q2025-189,2025,A 30-year-old female presents to your office for an annual wellness visit. She reports a family history of Lynch syndrome and recently tested positive herself. Which one of the following should you recommend regarding colon cancer screening in this patient?,,
Q2025-190,2025,"A 53-year-old male without a significant past medical history presents to the emergency department for evaluation of abdominal pain, nausea, and vomiting. Pertinent findings on presentation include notable tenderness in the epigastrium and a lipase level >3 times the upper limit of normal. He is admitted for acute pancreatitis. Intravenous lactated Ringer solution, antiemetics, and pain control are initiated. At the time of your evaluation he has normal vital signs and reports improved symptoms, although you still note abdominal tenderness. When entering admission orders for this patient, which one of the following diets would be most appropriate?",,
Q2025-191,2025,"A healthy 57-year-old female presents for an annual health maintenance visit. Her last menstrual period was 2 years ago. She exercises 5 times per week, does not smoke, and rarely drinks alcohol. Her BMI is 23 kg/m2. Her 80-year-old mother has no history of fractures, but takes alendronate (Fosamax), 70 mg weekly. According to the U.S. Preventive Services Task Force, which one of the following would be the preferred strategy to screen for osteoporosis in this patient?",,
Q2025-192,2025,"You are evaluating a patient with acute-on-chronic kidney disease and a serum potassium level of 6.5 mEq/L (N 3.3�5.0). In addition to peaked T waves, which one of the following additional electrocardiogram changes is most likely to be present?",,
Q2025-193,2025,"A 15-year-old male comes to your clinic 30 minutes after being hit in the face by a baseball during practice. He is alert and answers questions appropriately. After clearing the blood, you find that his upper front tooth (No. 8) is quite loose and the root is visible. The tooth is lying lower than his other teeth. The tooth appears intact and without fracture. There is no crepitus or pain when palpating the alveolar and mandibular bones. You immediately call his dentist to arrange an emergency appointment. Which one of the following would be the most appropriate next step prior to sending the patient to the dentist's office?",,
Q2025-194,2025,"A 50-year-old female presents for follow-up of laboratory studies. At her last visit, she presented with palpitations, anxiety, and unintentional weight loss. An examination was notable for exophthalmos. Her laboratory results show a very low TSH level with elevated free T4 and normal total T3 levels. A radioactive iodine uptake scan demonstrates a high, homogeneous uptake of iodine. Which one of the following medications is the most appropriate treatment for this condition?",,
Q2025-195,2025,An 85-year-old male on the third day of hospitalization for the treatment of pneumonia develops symptoms of altered mental status. Evaluation of his medications does not identify a reason for his altered mental status. The nursing staff has been unable to successfully redirect him to keep him calm. Which one of the following medications would be appropriate for the management of the patient's delirium?,,
Q2025-196,2025,"An 84-year-old male with a history of coronary artery disease, mild cognitive impairment, and type 2 diabetes is admitted to your hospital for a hip fracture after a recent fall. On examination the patient has normal speech but is confused. He is clearly unable to articulate his understanding of the risks and benefits of surgery. You should do which one of the following to determine this patient's decision-making capacity regarding surgery?",,
Q2025-197,2025,"A 36-year-old backcountry skier becomes separated from her group during a blizzard. The ski patrol locates her several hours later, sitting on the ground and not moving or shivering. She is conscious but confused. Which one of the following would be the most important initial step?",,
Q2025-198,2025,"A 63-year-old male presents for his annual health maintenance examination. He maintains a healthy lifestyle, eats well, and exercises regularly. A physical examination is normal. His most recent prostate cancer screening revealed a PSA level of 4.6 ng/mL (N 0.3�4.0), and his previous result 2 years ago was normal. Which one of the following would be the most appropriate next step in management?",,
Q2025-199,2025,"An otherwise healthy 37-year-old female presents because of a 4-day history of multiple episodes of watery, nonbloody diarrhea. She has no fever, chills, abdominal pain, or vomiting. She does not have a history of recent antibiotic use, hospitalization, or travel, but does say that her teenage son recently returned from a spring break trip and has similar symptoms. Physical examination findings include dry mucous membranes and tachycardia. The abdomen is soft with mild generalized tenderness on deep palpation. Which one of the following next steps would be most appropriate at this time?",,
Q2025-200,2025,Which one of the following dog bite wounds should be considered for primary closure instead of being left to heal by secondary intention?,,
