QuestionID,ExamYear,QuestionStem,BodySystem,Subcategory,BlueprintCategory_Predicted,CorrectAnswer
Q2023-617,2023,"A 42-year-old male with a history of chronic low back pain managed with extended-release
morphine sulfate (MS Contin) comes to your office to discuss fatigue. Among other causes, you
consider the impact that long-term opioid therapy may have on the endocrine system.
Which one of the following endocrine conditions is most commonly associated with long-term
opioid therapy?
A) Hyperprolactinemia
B) Hypocortisolism
C) Hypogonadism
D) Hypoparathyroidism
E) Hypothyroidism

A) 
B) 
C) 
D) 
E) ",Endocrine,Management,Chronic Care Management,C
Q2023-618,2023,"An unhoused 63-year-old male is brought to the emergency department in a state of agitation and
confusion. He is found to be hypothermic with a body temperature of 31.1Â°C (88.0Â°F). He has
a blood pressure of 90/70 mm Hg and a heart rate of 120 beats/min.
While undergoing warming, which one of the following should be given to this patient?
A) Normal saline at room temperature
B) Normal saline that has been warmed
C) Lactated Ringer solution at room temperature
D) Lactated Ringer solution that has been warmed
E) 50% dextrose in water at room temperature

A) 
B) 
C) 
D) 
E) ",Nonspecific,Management,Emergent and Urgent Care,B
Q2023-619,2023,"According to the American Diabetes Association, which one of the following hemoglobin A
1c
measurements fits the criteria for prediabetes?
A) 5%
B) 5.5%
C) 6%
D) 6.5%
7

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Pharmacology,Preventive Care,C
Q2023-620,2023,"A 69-year-old male presents 30 hours after the onset of difficulty speaking, right-sided facial
droop, and marked weakness in his right arm and leg, with the arm more affected than the leg.
You diagnose an ischemic stroke of the left middle cerebral artery (MCA). Noncontrast CT of
the head reveals hypodensity in the area of the brain supplied by that artery, and CT angiography
reveals occlusion of the left proximal MCA.
Which one of the following treatments would be indicated at this time?
A) Aspirin daily
B) Clopidogrel (Plavix) plus aspirin
C) Intravenous alteplase (Activase)
D) Intravenous tenecteplase (TNKase)
E) Thrombectomy of the MCA

A) 
B) 
C) 
D) 
E) ",Neurologic,Treatment,Emergent and Urgent Care,A
Q2023-621,2023,"A 35-year-old female with a history of heavy menstrual bleeding is found to have a hemoglobin
level of 10.4 g/dL (N 12.0â€“15.0). An elevated blood level of which one of the following
biomarkers would be most consistent with iron deficiency anemia in this patient?
A) Ferritin
B) Hepcidin
C) Reticulocyte count
D) Total iron-binding capacity
E) Transferrin saturation

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Diagnosis,Acute Care and Diagnosis,D
Q2023-622,2023,"A 70-year-old male presents with his wife because they are concerned that he may be developing
dementia. Among other symptoms, he has a resting tremor and describes detailed hallucinations
that are colorful, vivid, and include animals.
Which one of the following is the most likely diagnosis?
A) Alzheimer disease
B) Dementia with Lewy bodies
C) Frontotemporal dementia
D) Normal pressure hydrocephalus
E) Vascular dementia

A) 
B) 
C) 
D) 
E) ",Psychogenic,Diagnosis,Acute Care and Diagnosis,B
Q2023-623,2023,"Newborn screening for critical congenital heart disease with pulse oximetry is recommended for
A) all infants within the first 6 hours of life
B) all infants before 24 hours of life
C) all infants 24 hours or more after birth
D) only infants with clinical signs of hypoxemia
E) only infants with a heart murmur
8

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Screening,Emergent and Urgent Care,C
Q2023-624,2023,"A 64-year-old female presents to your office with a 1-week history of lesions on her legs (shown
below). Her past medical history includes GERD, hypertension, and obesity. Her current
medications include lisinopril (Zestril) and pantoprazole (Protonix). There is tenderness over the
lesions but no itching or discharge. She feels well currently but recently completed a 3-day
course of sulfamethoxazole/trimethoprim (Bactrim) for treatment of a urinary tract infection. The
lesions started to appear about 3â€“4 days after finishing her course of antibiotics. She is
normotensive and afebrile. A physical examination is otherwise unremarkable.
Which one of the following is the most likely diagnosis?
A) Erythema nodosum
B) Necrobiosis lipoidica
C) Purpura fulminans
D) Pyoderma gangrenosum
E) Superficial thrombophlebitis

A) 
B) 
C) 
D) 
E) ",Integumentary,Diagnosis,Acute Care and Diagnosis,A
Q2023-625,2023,"You are playing in a community league soccer tournament and are asked to evaluate a
30-year-old female. She was in her usual state of health when she suddenly began having
difficulty breathing while playing soccer. She tells you that she has had similar episodes in the
past. Treatment with an albuterol (Proventil, Ventolin) inhaler does not improve her symptoms.
On examination you note dyspnea with audible inspiratory wheezing but no increased work of
breathing, and she has an oxygen saturation of 98%.
Which one of the following is the most likely diagnosis?
A) Anaphylaxis
B) Exercise-induced asthma
C) Foreign body aspiration
D) Laryngeal edema
E) Vocal cord dysfunction

A) 
B) 
C) 
D) 
E) ",Respiratory,Diagnosis,Acute Care and Diagnosis,E
Q2023-626,2023,"A 60-year-old male presents with left lower quadrant abdominal pain. His medical and surgical
histories are remarkable only for a history of hypertension controlled with hydrochlorothiazide
and lisinopril (Zestril), and a screening colonoscopy 5 years ago that showed diverticulosis
without polyps. He is afebrile, and a physical examination is notable only for mild abdominal
tenderness in the left lower quadrant without peritoneal signs. A urinalysis is normal. You
diagnose mild diverticulitis.
Which one of the following would be indicated at this time?
A) Rest and clear liquids
B) Avoidance of seeds, nuts, and popcorn
C) Abdominal CT
D) Referral for colonoscopy
E) Hospital admission for intravenous fluids and intravenous antibiotics
9
Item #24
10

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Management,Emergent and Urgent Care,A
Q2023-627,2023,"A 68-year-old female presents for evaluation of low back pain. Which one of the following signs
or symptoms would be most consistent with a diagnosis of spinal stenosis syndrome?
A) Pain improvement when moving from sitting to standing
B) Pain improvement with lumbar extension
C) Pain worsened by bending forward at the waist
D) Poor balance
E) Urinary incontinence

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Diagnosis,Acute Care and Diagnosis,D
Q2023-628,2023,"The most common electrolyte abnormality in a patient with primary hyperaldosteronism is
A) hypocalcemia
B) hypokalemia
C) hyponatremia
D) hyperkalemia
E) hypernatremia

A) 
B) 
C) 
D) 
E) ",Endocrine,Pathophysiology,Chronic Care Management,B
Q2023-629,2023,"A 71-year-old male who resides at sea level travels to Colorado for a vacation. He spends the
first night in a resort at 2700 m (8858 ft) above sea level. He notes a headache and sleeps
poorly. The next morning he is somewhat nauseated and lightheaded, but feels well enough to
proceed with his plans and ascends to his campsite at 4000 m (13,123 ft). During the first
evening at the campsite, friends note that he is confused and having difficulty with his balance.
Which one of the following diagnoses best explains his symptoms at the campsite?
A) Acute mountain sickness
B) High-altitude cerebral edema
C) High-altitude headache
D) High altitudeâ€“induced central sleep apnea
E) High-altitude pulmonary edema

A) 
B) 
C) 
D) 
E) ",Nonspecific,Diagnosis,Acute Care and Diagnosis,B
Q2023-630,2023,"A 47-year-old female sees you for routine follow-up. Her past medical history is significant for
hypertension, hyperlipidemia, depression, and osteoarthritis. She tells you that she has noticed
her ankles swelling over the past few months. In addition to a physical examination and other
indicated evaluations, you also review her medications, which include the following:
Acetaminophen
Amlodipine (Norvasc)
Atorvastatin (Lipitor)
Escitalopram (Lexapro)
Lisinopril (Zestril)
Which one of her medications is most likely to cause edema?
A) Acetaminophen
B) Amlodipine
C) Atorvastatin
D) Escitalopram
E) Lisinopril
11

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Pharmacology,Chronic Care Management,B
Q2023-631,2023,"A 3-year-old male is brought to your office by his parents for evaluation of constipation that
began about a year ago. They report that he cries before bowel movements, has resisted toilet
training, and has unusually large stools about every 3 days, including this morning. He had
normal bowel movements in infancy and his growth and development have been normal.
An examination shows a healthy child with a soft, nondistended, nontender abdomen. A rectal
examination reveals normal sphincter tone and minimal soft stool.
Which one of the following would be the most appropriate next step in correcting his functional
constipation?
A) Increasing fluid intake
B) Increasing physical activity
C) Adding docusate (Colace)
D) Adding polyethylene glycol (MiraLAX)
E) Adding probiotic supplements with Bifidobacterium or Lactobacillus species

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Management,Acute Care and Diagnosis,D
Q2023-632,2023,"A 62-year-old male presents with daytime fatigue, sleepiness, snoring at night, and a BMI of 41
kg/m2. You are concerned that he may have obesity hypoventilation syndrome (OHS) in addition
to possible obstructive sleep apnea.
Which one of the following tests is most appropriate for establishing a diagnosis of OHS?
A) Daytime awake serum HCO â€“
3
B) Daytime awake PaCO
2
C) Daytime awake PaO
2
D) Nighttime serial measurement of peripheral oxygen saturation during sleep
E) Nighttime serum HCO â€“ within 2 minutes of awakening
3

A) 
B) 
C) 
D) 
E) ",Respiratory,Workup,Acute Care and Diagnosis,B
Q2023-633,2023,"In a patient with new-onset polymyalgia rheumatica, which one of the following medications can
be added to glucocorticoid therapy in order to reduce the risk of relapse?
A) Ibuprofen
B) Icosapent ethyl (Vascepa)
C) Indomethacin
D) Mesalamine
E) Methotrexate
12

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Chronic Care Management,E
Q2023-634,2023,"You are caring for a 21-year-old female with previously diagnosed bipolar II disorder,
generalized anxiety disorder, attention-deficit/hyperactivity disorder, and insomnia. The patient
presents for a same-day appointment with new symptoms of chills, excess sweating, flushing,
and nausea of approximately 2 hoursâ€™ duration. The patient felt normal upon awakening, took
methylphenidate (Ritalin), 5 mg with breakfast, and went to work. She began to feel shaky
around lunchtime and took a second dose of methylphenidate, 5 mg. Thirty minutes later she
began having agitation, chills, sweating, flushing, and nausea and had to leave work. Her
current medications include the following:
Desvenlafaxine (Pristiq), 50 mg daily
Doxepin, 10 mg daily at bedtime
Methylphenidate, 5 mg twice daily
Ziprasidone (Geodon), 40 mg twice daily
An examination reveals an alert and anxious patient with damp skin, a temperature of 38.1Â°C
(100.6Â°F), and a heart rate of 110 beats/min. The pupils are slightly dilated and briskly reactive.
A neurologic examination reveals a mild tremor and hyperreflexia without clonus.
Which one of the following would you recommend for this patient?
A) Discontinuing all current medications until her symptoms subside
B) Replacing methylphenidate with atomoxetine (Strattera)
C) Replacing  methylphenidate  with  amphetamine  salts  such  as
dextroamphetamine/amphetamine (Adderall)
D) Symptomatic treatment with diphenhydramine (Benadryl Allergy)
E) Symptomatic treatment with ondansetron

A) 
B) 
C) 
D) 
E) ",Nonspecific,Management,Chronic Care Management,A
Q2023-635,2023,"The daughter of an 82-year-old bedbound female with Alzheimer dementia requests a home visit
to discuss transitions of care due to continued deterioration of her motherâ€™s condition. The
daughter has been the caregiver for the past 5 years since her mother began to struggle with
independently managing her activities of daily living (ADLs). Recently, the patientâ€™s appetite
has significantly diminished, and her daughter is concerned that she has lost 15 lb in the last 6
months. She asks about feeding tube placement, medications to help her appetite, or ways to
improve her dementia. The patient no longer recognizes her daughter and is nonverbal but smiles
when approached at her bedside upon examination. Her vital signs are stable, she appears
cachectic, a physical examination is unremarkable, and pain is not present upon palpation.
Which one of the following is recommended at this time?
A) Assisted oral feeding
B) Initiation of a high-calorie supplement
C) Initiation of a cholinesterase inhibitor
D) Initiation of an appetite stimulant
E) Percutaneous feeding tube placement
13

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Pharmacology,Chronic Care Management,A
Q2023-636,2023,"A 24-year-old male presents for evaluation of a soft-tissue mass on his arm. Which one of the
following features, if present, should prompt further evaluation with advanced imaging?
A) Diameter ï‚³5 cm
B) Fluctuant texture
C) Lack of tenderness with palpation
D) Persistent, slow growth over several years
E) Superficial location (above the fascia)

A) 
B) 
C) 
D) 
E) ",Integumentary,Workup,Acute Care and Diagnosis,A
Q2023-637,2023,"In patients with type 2 diabetes, medications from which one of the following classes have been
shown to reduce the progression of chronic kidney disease?
A) Biguanides
B) DPP-4 inhibitors
C) SGLT2 inhibitors
D) Thiazolidinediones

A) 
B) 
C) 
D) 
E) ",Nephrologic,Pharmacology,Chronic Care Management,C
Q2023-638,2023,"Which one of the following is the most appropriate timing to initiate the use of fluoride varnish
in infants and children to prevent dental caries?
A) At age 6 months if their primary water source is deficient in fluoride
B) At age 6 months and then four times yearly
C) At age 6 years and then four times yearly
D) When the first primary tooth erupts and then twice yearly
E) When the first permanent tooth erupts and then four times yearly

A) 
B) 
C) 
D) 
E) ",Special Sensory,Screening,Preventive Care,D
Q2023-639,2023,"A 55-year-old male sees you for a health maintenance examination. He tells you that his father
had a myocardial infarction at age 55 and asks you how he can reduce his risk for coronary
artery disease. He exercises regularly and does not smoke. His vital signs include a blood
pressure of 128/78 mm Hg, a pulse rate of 75 beats/min, and a BMI of 28 kg/m2. A physical
examination is unremarkable.
Which  one  of  the  following  is  needed  to  calculate  this  patientâ€™s  American  College  of
Cardiology/American Heart Association 10-year atherosclerotic cardiovascular disease event risk
using the Pooled Cohort Equations?
A) An ankle-brachial index
B) A high-sensitivity C-reactive protein level
C) A lipid panel
D) A coronary artery calcium score
14

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Screening,Preventive Care,C
Q2023-640,2023,"Which one of the following patients has an increased risk for autism spectrum disorder?
A) A 6-month-old who does not respond to his name
B) A 12-month-old who does not engage in pretend play
C) A 15-month-old who claps her hands when excited
D) An 18-month-old who does not point to objects of interest
E) A 24-month-old who looks at a parentâ€™s face to see how to react in a situation

A) 
B) 
C) 
D) 
E) ",Psychogenic,Screening,Chronic Care Management,D
Q2023-641,2023,"A 56-year-old male with hypertension and a BMI of 39 kg/m2 comes to your office for follow-up
after a full-night study in the sleep laboratory for evaluation of snoring and fatigue. The study
revealed an apnea-hypopnea index (AHI) of 12 events per hour of sleep. He has several
questions about his treatment options. He reports that he is very concerned about this problem
and is willing to try anything, but a family member suggested he consider the newer procedures.
In addition to diet, exercise, and behavioral modifications, which one of the following would be
the most appropriate intervention at this time?
A) An oral appliance
B) CPAP therapy
C) Hypoglossal nerve stimulation
D) Pharyngeal soft-tissue modification
E) Bariatric surgery

A) 
B) 
C) 
D) 
E) ",Respiratory,Treatment,Chronic Care Management,B
Q2023-642,2023,"A 35-year-old female presents with a 4-month history of pain in her neck, chest, mid and lower
back, hip, and right leg. She has difficulty falling asleep at night and does not feel refreshed
upon awakening in the morning. She feels like she is not as mentally sharp as she used to be and
feels mildly depressed at times. A physical examination is notable for multiple soft-tissue tender
points without evidence of joint deformity, inflammation, or erythema.
Which one of the following would be appropriate first-line pharmacologic therapy for this
patientâ€™s condition?
A) Amitriptyline
B) Celecoxib (Celebrex)
C) Hydrocodone
D) Hydroxychloroquine (Plaquenil)
E) Naproxen
15

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Acute Care and Diagnosis,A
Q2023-643,2023,"A 45-year-old female sees you for follow-up 3 days after a visit to the emergency department
(ED) for acute abdominal pain due to an initial episode of a kidney stone. Her past medical
history  and  family  history  are  unremarkable.  A  CT  scan  in  the  ED  demonstrated  a
nonobstructing, 4-mm mid-ureteral stone and several smaller stones in both kidneys, measuring
up to 2 mm. Laboratory studies in the ED showed a calcium level of 11.4 mg/dL (N 8.0â€“10.0)
and microscopic hematuria on urinalysis but were otherwise normal. She was treated with
intravenous hydration and pain control and was discharged home. She passed the stone the next
day.
A physical examination today is normal. Follow-up laboratory studies confirm an elevated serum
calcium level, along with elevated serum parathyroid hormone and 24-hour urine calcium levels.
A DEXA scan and repeat microscopic urinalysis are normal.
At this point, you should
A) prescribe a bisphosphonate
B) prescribe a thiazide diuretic
C) refer her for genetic evaluation
D) refer her for cystoscopy
E) refer her for parathyroidectomy

A) 
B) 
C) 
D) 
E) ",Endocrine,Treatment,Chronic Care Management,E
Q2023-644,2023,"A 42-year-old male sees you for a routine health maintenance examination. He has no
symptoms, no high-risk behaviors, and no past medical history. The physical examination is
unremarkable. He has had no health care screenings since a sports preparticipation evaluation
at age 14.
Which one of the following screenings should you recommend for this patient at this time?
A) Carotid stenosis
B) Glaucoma
C) HIV
D) Testicular cancer
E) Vitamin D deficiency

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Screening,Preventive Care,C
Q2023-645,2023,"A 20-year-old college student comes to your office on Monday morning after injuring his right
arm during a rugby match 2 days earlier. He is not certain of the mechanism of injury but was
struck forcefully on the lower posterior part of his upper arm above the elbow. He describes
paresthesias on the extensor side of his forearm and the back of his hand. His upper arm is
bruised and mildly swollen at the described location.
In addition to the paresthesias on the extensor forearm and the back of the hand, which one of
the following motor findings would you expect?
A) An inability to maintain all fingers fanned out under resistance
B) Weakness of elbow flexion with the hand in a prone position
C) Weakness of finger and wrist extension under resistance
D) Weakness of flexion of the fourth and fifth fingers
E) Weakness of thumb apposition
16

A) 
B) 
C) 
D) 
E) ",Neurologic,Pathophysiology,Acute Care and Diagnosis,C
Q2023-646,2023,"A 55-year-old male sees you because of heartburn and dysphagia. Esophagogastroduodenoscopy
shows moderately severe esophagitis.
Which one of the following is the most appropriate long-term pharmacologic management for
this condition?
A) Famotidine (Pepcid), 10 mg daily
B) Metoclopramide (Reglan), 10 mg before meals
C) Omeprazole, 40 mg daily
D) Sucralfate (Carafate), 1 g twice daily

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Pharmacology,Chronic Care Management,C
Q2023-647,2023,"A 12-year-old transgender female accompanied by her mother comes to your office to discuss
persistent gender dysphoria. The patient has been in counseling for 2 years along with her
family, who is supportive of her gender identity. The patientâ€™s mother asks about puberty
blockers.
In discussing GnRH analogs with her, you note that the current recommendation for beginning
this medication is when she is at which Tanner stage of development?
A) 1
B) 2
C) 3
D) 4
E) 5

A) 
B) 
C) 
D) 
E) ",Nonspecific,Pharmacology,Chronic Care Management,B
Q2023-648,2023,"A 63-year-old female with a history of obesity and hypertension sees you for evaluation of
shortness of breath on exertion and lower extremity edema. Echocardiography shows grade 2
diastolic dysfunction and an ejection fraction of 50%. You diagnose heart failure with preserved
ejection fraction.
Which one of the following medications has the best evidence to reduce hospitalization due to
heart failure or cardiovascular death in patients such as this?
A) Carvedilol (Coreg)
B) Empagliflozin (Jardiance)
C) Lisinopril (Zestril)
D) Sacubitril/valsartan (Entresto)
E) Spironolactone (Aldactone)
17

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Pharmacology,Chronic Care Management,B
Q2023-649,2023,"A 45-year-old male presents to the urgent care clinic with a 2-hour history of central chest pain
that began at rest with associated shortness of breath. In addition, he has had a mild dry cough
and rhinorrhea for a few days but no fever. He has not had any nausea, dizziness, or
diaphoresis, and the chest pain does not radiate. He took a low-dose aspirin at home at the
insistence of his partner but states that it did not affect the pain. He has no past medical history,
takes no medications, consumes 4â€“6 alcoholic drinks per night, and does not smoke. He has a
sedentary job in customer service and walks his dog twice a day. He lives at home with his
partner and toddler, who also has a mild cough and runny nose.
On examination the patient has a temperature of 37.0Â°C (98.6Â°F), a blood pressure of 150/100
mm Hg, a heart rate of 118 beats/min, a respiratory rate of 14/min, and an oxygen saturation
of 98% on room air. The patient is well appearing, and an HEENT examination reveals no
jugular vein distention. A cardiovascular examination reveals tachycardia without murmur.
There is no chest wall tenderness to palpation. The lung examination reveals decreased breath
sounds on the right compared with the left, and there are no crackles or wheezes. There is no
lower extremity edema.
A chest radiograph and an EKG are shown below. Laboratory studies including D-dimer and
troponin levels, a CBC, and a comprehensive metabolic panel have been ordered and the results
are pending.
Which one of the following would be the most appropriate next step in management?
A) Initiation of antibiotics
B) Initiation of heparin infusion
C) Chest tube placement
D) Cardiac catheterization

A) 
B) 
C) 
D) 
E) ",Respiratory,Management,Emergent and Urgent Care,C
Q2023-650,2023,"A 40-year-old male presents because he is losing large clumps of hair when he brushes or
washes it. He feels well otherwise and does not take any medications. His past medical history
is unremarkable except for a cholecystectomy 4 months ago for acute cholecystitis. A physical
examination is normal except for uniform, diffuse thinning of the hair on his scalp. You do not
observe any patches of hair loss, redness, inflammation, scaling, or scarring of his scalp.
Which one of the following would be the most appropriate next step in managing this patientâ€™s
hair loss?
A) Reassurance only
B) Cognitive behavioral therapy
C) Terbinafine
D) Intracutaneous scalp corticosteroid injections
18
Item #49
Item #49
19

A) 
B) 
C) 
D) 
E) ",Integumentary,Management,Acute Care and Diagnosis,A
Q2023-651,2023,"A 46-year-old female comes to your office because of left hip pain. After a thorough evaluation
you make a diagnosis of osteoarthritis, likely associated with congenital hip dysplasia.
In addition to nonpharmacologic therapies, including physical exercise, which one of the
following medications has the best evidence of treating her pain effectively?
A) Topical diclofenac
B) Topical lidocaine
C) Oral acetaminophen
D) Oral naproxen
E) Oral tramadol

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Acute Care and Diagnosis,D
Q2023-652,2023,"A 25-year-old male presents for a pretravel consultation prior to embarking on a 10-day mission
trip to Central America with his church. His past medical history includes GERD, irritable bowel
syndrome, and generalized anxiety disorder. The last time he traveled internationally he
experienced a prolonged bout of travelerâ€™s diarrhea, despite his best efforts at practicing good
hand hygiene and careful food and drink selection. He asks if there are any medications that he
can take to prevent a similar experience this time.
Which one of the following is most appropriate for prophylactic use in this situation?
A) Bismuth subsalicylate (Pepto-Bismol)
B) Calcium carbonate (Tums)
C) Ciprofloxacin (Cipro)
D) Omeprazole
E) A probiotic containing Lactobacillus acidophilus

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Management,Acute Care and Diagnosis,A
Q2023-653,2023,"A 39-year-old male with no known previous medical history sees you for follow-up of recently
diagnosed depression. He works as a home renovation contractor and does not smoke. A
physical examination is normal other than a BMI of 36 kg/m2. Laboratory studies reveal a
normal TSH level and a hemoglobin level of 17.4 g/dL (N 13.3â€“16.2).
You suspect that which one of the following is a cause of his polycythemia?
A) Alcohol use
B) Hemochromatosis
C) Hereditary spherocytosis
D) Lead exposure
E) Obstructive sleep apnea
20

A) 
B) 
C) 
D) 
E) ",Hematologic/ Immune,Workup,Chronic Care Management,E
Q2023-654,2023,"A 48-year-old female presents to your office because of painful sexual intercourse occurring
with both initial entry and deep penetration. She has been using lubricants, but still experiences
burning and dryness. Her last menstrual period was 1 year ago. A pelvic examination reveals
slightly pale vaginal mucosa.
Which one of the following would be the best and most cost-effective initial therapy?
A) Vaginal estradiol cream (Estrace Vaginal)
B) Vaginal prasterone (Intrarosa)
C) Ospemifene (Osphena)
D) OnabotulinumtoxinA (Botox)
E) Pelvic floor physical therapy

A) 
B) 
C) 
D) 
E) ",Reproductive: Female,Management,Acute Care and Diagnosis,A
Q2023-655,2023,"Which one of the following medications commonly causes hyponatremia in the elderly?
A) Amlodipine (Norvasc)
B) Amoxicillin
C) Atorvastatin (Lipitor)
D) Escitalopram (Lexapro)
E) Spironolactone (Aldactone)

A) 
B) 
C) 
D) 
E) ",Nonspecific,Pharmacology,Chronic Care Management,D
Q2023-656,2023,"A 16-year-old female sees you because she has not yet started her menses and has noticed little
breast development. Both her mother and her older sister started menstruating at age 13. She has
never been sexually active and has not had any abdominal pain, vaginal discharge, nipple
discharge, appetite changes, or urinary symptoms. She does not take any medications and does
not use tobacco, alcohol, or illicit substances. Her weight has been stable. She walks to and from
school daily and plays recreational basketball during the winter season, but otherwise does not
get regular exercise.
On examination the patient appears well. She has a blood pressure of 110/70 mm Hg and a heart
rate of 70 beats/min, and she is in the 5th percentile for height and 50th percentile for weight.
Cardiovascular, pulmonary, abdominal, and skin examinations are all normal. Her breast
development is Tanner stage 2 and her genitourinary development is Tanner stage 4, with normal
external genitalia and a normal-appearing nulliparous cervix. There is no edema to the
extremities.
Laboratory studies include a normal TSH level, prolactin level, and basic metabolic panel. A
urine pregnancy test is negative. Pelvic ultrasonography reveals a normal uterus and the ovaries
are nonvisualized.
Which one of the following is the most likely diagnosis?
A) Congenital adrenal hyperplasia
B) Cushing syndrome
C) Functional hypothalamic amenorrhea
D) Polycystic ovary syndrome
E) Turner syndrome
21

A) 
B) 
C) 
D) 
E) ",Endocrine,Diagnosis,Acute Care and Diagnosis,E
Q2023-657,2023,"A 28-year-old female comes to your office for follow-up after learning during an emergency
department visit that she is pregnant. Ultrasonography reveals an estimated gestational age of
14 weeks and 4 days. She has been using increasing dosages of oxycodone (OxyContin) daily
for the past 7 months and gets sick whenever she tries to stop. She reports using 90 mg daily
without a prescription, and stealing when necessary to obtain the drug. She wishes to continue
her pregnancy and is worried about the safety of her developing fetus.
Which one of the following is most appropriate for this patient?
A) A prescription for oxycodone, 90 mg daily
B) Buprenorphine/naloxone (Suboxone) therapy
C) Outpatient detoxification with a clonidine-based protocol
D) Inpatient detoxification with a clonidine-based protocol

A) 
B) 
C) 
D) 
E) ",Psychogenic,Management,Chronic Care Management,B
Q2023-658,2023,"In a patient with hyperuricemia with an elevated uric acid level but no prior episodes of acute
gout, which one of the following is recommended?
A) No urate-lowering medication
B) Allopurinol (Zyloprim), 100 mg daily
C) Febuxostat (Uloric), 40 mg daily
D) Naproxen, 250 mg three times daily
E) Probenecid, 100 mg twice daily

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,Pharmacology,Chronic Care Management,A
Q2023-659,2023,"You are concerned about the alcohol use of a 45-year-old family physician colleague in your
community. One evening you smell alcohol on their breath when they are on-call making
evening rounds at the hospital. When you try to talk with them about it, they deny having a
problem and tell you to mind your own business.
Which one of the following should be your next course of action?
A) Do nothing further
B) Report your concern to your state medical board
C) Report your concern to the American Academy of Family Physicians
D) Report your concern to the American Board of Family Medicine
E) Report your concern to the American Medical Association

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,Management,Foundations of Care,B
Q2023-660,2023,"A previously healthy 30-year-old male who is a nonsmoker comes to your clinic for an acute
visit because of a cough that produces yellowish phlegm. His illness started with a â€œcoldâ€ 10
days ago. He has no fever or chills, chest pain, or shortness of breath. On examination his vital
signs are normal, and his lungs are clear bilaterally to the bases. A chest radiograph is normal.
The most appropriate next step is
A) reassurance only
B) amoxicillin
C) azithromycin (Zithromax)
D) doxycycline
22

A) 
B) 
C) 
D) 
E) ",Respiratory,Management,Acute Care and Diagnosis,A
Q2023-661,2023,"A 75-year-old male with long-standing diabetes mellitus, tobacco use, and venous insufficiency
presents to your office with bilateral leg heaviness and recent oozing from his left leg. A
physical  examination  reveals  venous  stasis  dermatitis,  edema  of  both  legs,  and  a
well-circumscribed 3Ã—4-cm area of superficial ulceration on the left medial shin with a thin
layer of purulent exudate overlying a pink base. The surrounding skin has no erythema, warmth,
or tenderness. Pedal pulses are nonpalpable bilaterally.
In addition to smoking cessation counseling and local wound care, which one of the following
would be the most appropriate next step?
A) An ankle-brachial index
B) A medical-grade compression stocking
C) A zinc oxideâ€“impregnated Unna boot
D) A wound culture specimen
E) A skin biopsy of the ulcer

A) 
B) 
C) 
D) 
E) ",Cardiovascular,Management,Emergent and Urgent Care,A
Q2023-662,2023,"You are treating a patient for hypertension and opt to start an ACE inhibitor. Six weeks later the
patientâ€™s blood pressure is at goal, but the serum creatinine level has increased from 1.0 to 1.2
mg/dL (N 0.7â€“1.0).
Which one of the following would be the most appropriate next step?
A) Continuing the ACE inhibitor with close monitoring of renal function
B) Discontinuing the ACE inhibitor immediately
C) Ordering ultrasonography to evaluate for renal artery stenosis
D) Referring the patient to a nephrologist

A) 
B) 
C) 
D) 
E) ",Nephrologic,Management,Acute Care and Diagnosis,A
Q2023-663,2023,"A 55-year-old male presents with intermittent epigastric pain, early satiety, and bloating. His
symptoms have been present for years with minimal change. You suspect a diagnosis of
functional dyspepsia.
Which one of the following additional findings would constitute an alarm symptom and warrant
further workup?
A) Epigastric tenderness
B) Increased abdominal pain when the abdominal wall muscles are tensed
C) Lymphadenopathy
D) Nausea
E) Weight gain
23

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,Workup,Acute Care and Diagnosis,C
Q2023-664,2023,"A 65-year-old female with end-stage renal disease, who has been on dialysis for 2 years,
presents for a health maintenance examination. She has a history of diabetes mellitus and
hypertension and does not want to be considered for renal transplantation.
Which one of the following would be the most appropriate cancer screening for this patient?
A) No screening
B) A skin survey
C) A Papanicolaou smear
D) Mammography
E) Colonoscopy

A) 
B) 
C) 
D) 
E) ",Population-Based Care,Screening,Preventive Care,A
