QuestionID,ExamYear,QuestionStem,BodySystem,ClinicalCategory,Subcategory,BlueprintCategory,BlueprintCategory_Predicted,CorrectAnswer,Reference
Q2021-327,2021,"An asymptomatic 53-year-old female recently underwent a right breast lumpectomy and radiation
therapy with curative intent. Over the next 5 years routine surveillance should include
A) annual unilateral left breast mammography
B) annual bilateral mammography
C) annual bilateral mammography and radionuclide bone scans
D) biannual bilateral mammography
E) biannual bilateral mammography and annual radionuclide bone scans
43

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,,Screening,,Preventive Care,B,"Zoberi K, Tucker J: Primary care of breast cancer survivors. Am Fam Physician 2019;99(6):370-375."
Q2021-328,2021,"A 42-year-old transgender male comes to your office for a routine health maintenance
examination. The patientâ€™s current medications include testosterone enanthate (Xyosted), 100
mg subcutaneously every 7 days, for gender affirmation, and medroxyprogesterone acetate
(Depo-subQ Provera 104), 104 mg subcutaneously every 12 weeks, for contraception. The
patient has no current chronic health conditions and no current sexual partners, but he has
previously been sexually active with men and women.
Which one of the following health conditions is more likely to occur in this patient compared to
a female cisgender patient?
A) Anemia
B) Cervical cancer
C) Dyslipidemia
D) Kidney disease
E) Venous thromboembolism

A) 
B) 
C) 
D) 
E) ",Patient-Based Systems,,Pharmacology,,Preventive Care,C,"Hembree WC, Cohen-Kettenis PT, Gooren L, et al: Endocrine treatment of gender-dysphoric/gender-incongruent persons: An Endocrine Society clinical practice guideline. J Clin Endocrinol Metab 2017;102(11):3869-3903. | Lapinski J, Covas T, Perkins JM, et al: Best practices in transgender health: A clinician’s guide. Prim Care 2018;45(4):687-703. | Klein DA, Paradise SL, Goodwin ET: Caring for transgender and gender-diverse persons: What clinicians should know. Am Fam Physician 2018;98(11):645-653."
Q2021-329,2021,"In a patient diagnosed with major depressive disorder, which one of the following factors should
raise suspicion for a bipolar disorder?
A) Diminished interest in almost all activities
B) Fatigue or loss of energy
C) Feelings of worthlessness or inappropriate guilt
D) A parent diagnosed with a bipolar disorder
E) Psychomotor retardation

A) 
B) 
C) 
D) 
E) ",Psychogenic,,Diagnosis,,Chronic Care Management,D,"American Psychiatric Association: Practice guideline for the treatment of patients with bipolar disorder (revision). Am J Psychiatry 2002;159(4 Suppl):1-50. | American Psychiatric Association. Diagnostic and Statistical Manual of Mental Disorders. 5th ed. American Psychiatric Association; 2013:123–154. | Yatham LN, Kennedy SH, Parikh SV, et al: Canadian Network for Mood and Anxiety Treatments (CANMAT) and International Society for Bipolar Disorders (ISBD) 2018 guidelines for the management of patients with bipolar disorder. Bipolar Disord 2018;20(2):97-170."
Q2021-330,2021,"A 33-year-old female presents with palpitations and excessive sweating. A physical examination
is normal. Laboratory findings include a TSH level of 0.02  U/mL (N 0.40â€“4.00) and a free
T  level of 3.9 ng/dL (N 0.7â€“1.9). Radionuclide scanning reveals no uptake.
4
Which one of the following would explain these findings?
A) Thyroid hormone resistance
B) Graves disease
C) A toxic nodular goiter
D) Excess thyroid hormone intake
E) A thyrotropin-secreting pituitary tumor

A) 
B) 
C) 
D) 
E) ",Endocrine,,Interpretation,,Chronic Care Management,D,"Smith TJ, Hegedüs L: Graves’ disease. N Engl J Med 2016;375(16):1552-1565."
Q2021-331,2021,"A 72-year-old female presents with pain, swelling, and decreased range of motion in her right
great toe for several months. There is no history of injury or overuse. On examination the
metatarsophalangeal joint is swollen and mildly tender, but not red. Dorsiflexion and plantar
flexion are approximately 30Â°. A radiograph shows joint space narrowing and a small bone spur.
Recommended management at this time would be
A) stretching and strengthening exercises
B) a rigid shoe insert
C) ibuprofen
D) a corticosteroid injection
E) surgical referral
44

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,,Treatment,,Emergent and Urgent Care,B,"Becker BA, Childress MA: Common foot problems: Over-the-counter treatments and home care. Am Fam Physician 2018;98(5):298-303."
Q2021-332,2021,"A 12-year-old male with type 1 diabetes is brought to your office for routine follow-up.
Laboratory work performed prior to the appointment shows an LDL-cholesterol level of 120
mg/dL.
In addition to counseling the patient on a heart-healthy diet and daily physical activity, which one
of the following would you recommend?
A) No additional measures
B) Fish oil supplements
C) Atorvastatin (Lipitor)
D) Ezetimibe (Zetia)
E) Gemfibrozil (Lopid)

A) 
B) 
C) 
D) 
E) ",Cardiovascular,,Prevention,,Chronic Care Management,C,"Daniels SR, Benuck I, Christakis DA, et al: Expert Panel on Integrated Guidelines for Cardiovascular Health and Risk Reduction in Children and Adolescents: Full report. US Department of Health and Human Services, National Heart Lung and Blood Institute, 2012. | Kusters DM, Avis HJ, de Groot E, et al: Ten-year follow-up after initiation of statin therapy in children with familial hypercholesterolemia. JAMA 2014;312(10):1055-1057. | de Ferranti SD, Steinberger J, Ameduri R, et al: Cardiovascular risk reduction in high-risk pediatric patients: A scientific statement from the American Heart Association. Circulation 2019;139(13):e603-e634."
Q2021-333,2021,"You are reviewing and updating your routine health care examination electronic health record
templates to include formal recommendations from the U.S. Preventive Services Task Force.
You also consider age-specific causes of mortality in order to create corresponding preventive
strategies.
Which one of the following is the leading cause of mortality among people 45â€“64 years of age?
A) Accidents
B) Diabetes mellitus
C) Heart disease
D) Malignancy
E) Suicide

A) 
B) 
C) 
D) 
E) ",Population-Based Care,,Prognosis/Risk,,Preventive Care,D,"National Vital Statistics System: Deaths, percent total deaths, and death rates for the 15 leading causes of death in 10-year age groups, by race and sex: United States, 2015-2017. National Center for Health Statistics, reviewed 2017."
Q2021-334,2021,"A 64-year-old female presents to the emergency department with a 10-day history of increasing
shortness of breath and mild tachycardia. On examination she has an oxygen saturation of 75%
on room air.
Which one of the following additional findings would suggest a diagnosis of acute respiratory
distress syndrome (ARDS)?
A) Improved oxygen saturation with supplemental oxygen
B) Improvement of her symptoms with diuretic therapy
C) Bilateral airspace opacities seen on a chest radiograph
D) A flattened diaphragm seen on a chest radiograph
E) A right lower lobe infiltrate seen on a chest radiograph
45

A) 
B) 
C) 
D) 
E) ",Respiratory,,Diagnosis,,Emergent and Urgent Care,C,"Saguil A, Fargo MV: Acute respiratory distress syndrome: Diagnosis and management. Am Fam Physician 2020;101(12):730-738."
Q2021-335,2021,"A 61-year-old female comes to your office for a routine health maintenance visit. She brings in
laboratory results from a local blood donation facility. She donated blood for the first time in
several years but was informed afterward that she is ineligible and should follow up with her
primary care physician. She feels well and is asymptomatic. She does not recall receiving the
hepatitis B immunization series. The letter she received included the following hepatitis B test
results:
Anti-HBc screening testï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® positive
HBsAg screening testï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® negative
HBV nucleic acid test (NAT)ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® negative
You order additional hepatitis B testing, with the following notable results:
Anti-HBsï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® 56 mIU/mL (N <10)
Anti-HBc IgMï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€®ï€® nonreactive
Which one of the following is the most likely explanation of these laboratory results?
A) These results indicate a false positive
B) She was never infected with hepatitis B
C) She has an acute hepatitis B infection
D) She has a chronic hepatitis B infection
E) She has recovered from a past hepatitis B infection

A) 
B) 
C) 
D) 
E) ",Gastrointestinal,,Diagnosis,,Preventive Care,E,"Wilkins T, Sams R, Carpenter M: Hepatitis B: Screening, prevention, diagnosis, and treatment. Am Fam Physician 2019;99(5):314-323. | Interpretation of hepatitis B serologic test results. Centers for Disease Control and Prevention, reviewed 2019. | Infectious disease, HLA, and ABO donor qualification testing. The American National Red Cross."
Q2021-336,2021,"A 6-week-old female is brought to your office by her parents to establish care after the family
recently moved from out of state. The infant was born at term after an uncomplicated normal
spontaneous vaginal delivery but failed her initial newborn hearing screen in the right ear only.
Both parents are confident that she is able to hear out of both ears because she turns her head
toward their voices regardless of where they are standing. A physical examination is within
normal limits.
Which one of the following would be the most appropriate next step in response to this patientâ€™s
abnormal hearing screen?
A) No further testing
B) A bilateral audiology evaluation before 3 months of age
C) A bilateral audiology evaluation at 6 months of age
D) A bilateral audiology evaluation at 12 months of age
E) A bilateral audiology evaluation immediately before entering kindergarten
46

A) 
B) 
C) 
D) 
E) ",Special Sensory,,Screening,,Preventive Care,B,"Hearing loss in children: Screening and diagnosis of hearing loss. Centers for Disease Control and Prevention, reviewed 2020."
Q2021-337,2021,"A previously healthy 38-year-old female with a normal BMI has a few warts at the base of her
great toe on the plantar surface. She noticed them a few years after she started to run regularly
for exercise but has not tried any at-home treatments. They are minimally raised and rarely
painful but occasionally cause irritation and she would like to get rid of them.
Which one of the following would be the most appropriate treatment?
A) Over-the-counter salicylic acid
B) Candida injections
C) Application of duct tape
D) Manual paring and extraction
E) Laser treatment

A) 
B) 
C) 
D) 
E) ",Musculoskeletal,,Treatment,,Acute Care and Diagnosis,A,"Bacelieri R, Johnson SM: Cutaneous warts: An evidence-based approach to therapy. Am Fam Physician 2005;72(4):647-652. | Mulhem E, Pinelis S: Treatment of nongenital cutaneous warts. Am Fam Physician 2011;84(3):288-293. | Becker BA, Childress MA: Common foot problems: Over-the-counter treatments and home care. Am Fam Physician 2018;98(5):298-303."
Q2021-338,2021,"Which one of the following best explains the pathophysiology of cytokine storm?
A) Anaphylaxis
B) Immune dysregulation
C) Immunodeficiency
D) Normal physiologic response
E) Serum sickness

A) 
B) 
C) 
D) 
E) ",Nonspecific,,Diagnosis,,Acute Care and Diagnosis,B,"Common Terminology Criteria for Adverse Events (CTCAE), version 5.0. US Department of Health and Human Services, 2017. | Fajgenbaum DC, June CH: Cytokine storm. N Engl J Med 2020;383(23):2255-2273."
Q2021-339,2021,"A 44-year-old male with diabetes mellitus, hypertension, obesity, and chronic pain is on chronic
opiate therapy. He comes to your office because of a lack of sex drive, decreasing strength, low
overall energy levels, and hot flashes. After ruling out other causes you confirm that he has a
low total testosterone level on two separate early morning laboratory tests. He would like to start
testosterone therapy.
Which one of the following would be the most appropriate next step?
A) Order a PSA level and perform a digital rectal examination
B) Order LH and FSH levels
C) Order chromosomal studies
D) Discuss risks and benefits of testosterone replacement therapy and start low-dose
replacement
E) Inform him that testosterone replacement therapy would not be beneficial for him
because of its high risk
47

A) 
B) 
C) 
D) 
E) ",Endocrine,,Management,,Chronic Care Management,B,"Petering RC, Brooks NA: Testosterone therapy: Review of clinical applications. Am Fam Physician 2017;96(7):441-449."
